movieID,avgRating,recordNum,avgMale,numMale,avgFemale,numFemale,avgAge0,numAge0,avgAge1,numAge1,avgAge2,numAge2,avgAge3,numAge3,avgAge4,numAge4,avgAge5,numAge5,avgAge6,numAge6
22,3.3492063492063493,378,3.3125,272,3.443396226415094,106,3.5,6,3.425,80,3.2556818181818183,176,3.3970588235294117,68,3.409090909090909,22,3.625,16,3.4,10
23,2.857142857142857,126,2.850467289719626,107,2.8947368421052633,19,2.0,1,2.9210526315789473,38,2.7719298245614037,57,2.9444444444444446,18,3.111111111111111,9,2.6666666666666665,3,NaN,0
24,3.1794871794871793,624,3.207818930041152,486,3.079710144927536,138,3.0476190476190474,21,3.0714285714285716,154,3.1958333333333333,240,3.25,112,3.3541666666666665,48,3.1666666666666665,30,3.1578947368421053,19
25,3.6510204081632653,980,3.73568281938326,681,3.4581939799331103,299,3.4444444444444446,9,3.808641975308642,162,3.6553287981859413,441,3.6449704142011834,169,3.4027777777777777,72,3.6511627906976742,86,3.4878048780487805,41
26,3.53,100,3.514705882352941,68,3.5625,32,2.5,2,3.4444444444444446,36,3.5384615384615383,39,3.909090909090909,11,3.8,5,3.2,5,4.0,2
27,2.9344262295081966,61,2.9130434782608696,23,2.9473684210526314,38,3.8333333333333335,6,3.05,20,2.7083333333333335,24,2.75,8,NaN,0,3.5,2,1.0,1
28,4.055865921787709,179,3.9242424242424243,66,4.132743362831858,113,4.5,2,3.769230769230769,26,4.172413793103448,58,4.046511627906977,43,4.285714285714286,21,3.8636363636363638,22,4.0,7
29,4.062034739454094,403,4.059701492537314,335,4.073529411764706,68,3.625,8,4.203883495145631,103,4.151515151515151,198,3.8688524590163933,61,3.75,16,3.642857142857143,14,2.0,3
30,3.6486486486486487,74,3.586206896551724,58,3.875,16,3.0,1,3.0,7,3.7804878048780486,41,3.625,8,3.3333333333333335,3,3.6666666666666665,9,3.8,5
31,3.1134751773049647,141,3.045977011494253,87,3.2222222222222223,54,2.6666666666666665,3,2.9545454545454546,44,3.2333333333333334,60,3.142857142857143,21,3.0,4,3.3333333333333335,6,3.0,3
32,3.945731303772336,1511,3.9683698296836982,1233,3.8453237410071943,278,4.1891891891891895,37,4.092105263157895,304,3.9794117647058824,680,3.8970588235294117,272,3.6116504854368934,103,3.7209302325581395,86,3.6206896551724137,29
33,3.0,4,3.0,4,NaN,0,NaN,0,NaN,0,3.3333333333333335,3,NaN,0,2.0,1,NaN,0,NaN,0
34,3.8914905768132497,1751,3.8609215017064846,1172,3.9533678756476682,579,3.3258426966292136,89,3.6099290780141846,282,3.9578125,640,4.023684210526316,380,4.04516129032258,155,3.9609375,128,3.948051948051948,77
35,3.3142857142857145,70,3.3823529411764706,34,3.25,36,NaN,0,3.4,5,3.1785714285714284,28,3.210526315789474,19,3.375,8,4.0,7,3.3333333333333335,3
36,3.9579741379310347,928,3.923076923076923,624,4.029605263157895,304,4.454545454545454,11,3.9754601226993866,163,3.8981233243967828,373,4.011627906976744,172,3.892857142857143,84,4.027777777777778,72,4.056603773584905,53
37,3.5,8,3.0,5,4.333333333333333,3,NaN,0,2.5,2,3.3333333333333335,3,4.0,2,NaN,0,5.0,1,NaN,0
38,2.8214285714285716,28,2.4285714285714284,14,3.2142857142857144,14,3.2,5,2.642857142857143,14,1.75,4,4.0,3,2.0,1,5.0,1,NaN,0
39,3.6233480176211454,1362,3.5146396396396398,888,3.827004219409283,474,3.2903225806451615,62,3.5512048192771086,332,3.6513761467889907,545,3.6593886462882095,229,3.7065217391304346,92,3.7049180327868854,61,3.8292682926829267,41
40,3.933333333333333,30,3.625,16,4.285714285714286,14,NaN,0,4.5,4,4.090909090909091,11,3.25,4,3.75,4,3.5,4,4.333333333333333,3
41,3.958677685950413,242,3.9615384615384617,182,3.95,60,3.75,4,3.891891891891892,37,3.9680851063829787,94,3.8421052631578947,38,3.909090909090909,22,4.074074074074074,27,4.2,20
42,2.8687782805429864,221,2.854054054054054,185,2.9444444444444446,36,3.5,2,2.9622641509433962,53,2.8285714285714287,105,2.9393939393939394,33,2.7857142857142856,14,2.0,8,3.5,6
43,3.4457831325301207,166,3.404255319148936,94,3.5,72,4.0,2,3.3333333333333335,15,3.189655172413793,58,3.558139534883721,43,3.5,22,3.764705882352941,17,3.888888888888889,9
44,2.787781350482315,311,2.7846715328467155,274,2.810810810810811,37,2.9166666666666665,12,2.8666666666666667,105,2.7841726618705036,139,2.7567567567567566,37,2.272727272727273,11,2.6666666666666665,6,1.0,1
45,3.4246323529411766,544,3.433333333333333,390,3.4025974025974026,154,3.5,10,3.1882352941176473,85,3.4236641221374047,262,3.6372549019607843,102,3.4871794871794872,39,3.4516129032258065,31,3.066666666666667,15
46,3.108433734939759,166,2.8620689655172415,58,3.240740740740741,108,3.25,4,3.085714285714286,35,3.014925373134328,67,2.9642857142857144,28,3.3333333333333335,15,3.5454545454545454,11,3.5,6
47,4.106420404573439,1137,4.138285714285714,875,4.0,262,4.137931034482759,29,4.30976430976431,297,4.074349442379182,538,4.018867924528302,159,3.9411764705882355,51,3.6511627906976742,43,4.0,20
48,2.9764397905759163,382,2.848888888888889,225,3.159235668789809,157,3.2758620689655173,29,2.8653846153846154,104,2.682170542635659,129,3.2,70,3.3703703703703702,27,3.611111111111111,18,3.6,5
49,3.740740740740741,27,3.7857142857142856,14,3.6923076923076925,13,5.0,1,4.4,5,3.4545454545454546,11,3.5,4,3.75,4,4.0,1,3.0,1
50,4.517106001121705,1783,4.518248175182482,1370,4.513317191283293,413,4.424242424242424,33,4.6807980049875315,401,4.552429667519181,782,4.390879478827362,307,4.240384615384615,104,4.3428571428571425,105,4.431372549019608,51
52,3.640371229698376,431,3.6233333333333335,300,3.6793893129770994,131,4.181818181818182,11,3.696969696969697,66,3.6479591836734695,196,3.44,75,3.6744186046511627,43,3.6153846153846154,26,3.857142857142857,14
53,4.75,8,4.666666666666667,6,5.0,2,NaN,0,NaN,0,4.666666666666667,3,5.0,2,4.0,1,5.0,2,NaN,0
54,2.5609756097560976,41,2.3076923076923075,26,3.0,15,2.933333333333333,15,2.4285714285714284,14,2.5,6,2.0,5,2.0,1,NaN,0,NaN,0
55,3.066666666666667,45,3.125,24,3.0,21,NaN,0,1.0,2,2.9642857142857144,28,3.75,4,3.142857142857143,7,4.0,2,4.0,2
56,2.0,9,2.125,8,1.0,1,2.5,2,1.0,2,1.3333333333333333,3,3.0,1,NaN,0,4.0,1,NaN,0
57,3.404040404040404,99,3.280701754385965,57,3.5714285714285716,42,5.0,1,3.3181818181818183,22,3.4468085106382977,47,3.5384615384615383,13,3.6666666666666665,6,2.75,8,3.5,2
58,4.093812375249501,501,4.072847682119205,302,4.125628140703518,199,4.0,5,4.135593220338983,59,4.005524861878453,181,4.082474226804123,97,4.018518518518518,54,4.176470588235294,68,4.45945945945946,37
59,2.75,8,3.0,7,1.0,1,NaN,0,2.0,2,3.75,4,NaN,0,2.0,1,NaN,0,1.0,1
60,3.212885154061625,357,3.1792828685258963,251,3.292452830188679,106,3.1724137931034484,29,2.80327868852459,61,3.1630434782608696,92,3.5113636363636362,88,3.25,48,3.3076923076923075,26,3.230769230769231,13
61,3.0,67,2.902439024390244,41,3.1538461538461537,26,4.5,2,2.8947368421052633,19,2.838709677419355,31,3.375,8,3.3333333333333335,3,3.0,2,3.0,2
62,3.6968576709796674,541,3.672176308539945,363,3.747191011235955,178,3.5833333333333335,12,3.722689075630252,119,3.505050505050505,198,3.757575757575758,99,3.96,50,3.864864864864865,37,4.115384615384615,26
63,2.855855855855856,111,2.8645833333333335,96,2.8,15,3.3333333333333335,6,3.0185185185185186,54,2.619047619047619,42,2.5714285714285716,7,NaN,0,NaN,0,3.0,2
64,2.2658227848101267,79,2.125,40,2.41025641025641,39,4.0,1,2.238095238095238,21,2.2051282051282053,39,2.4545454545454546,11,2.25,4,1.0,1,2.5,2
65,2.062937062937063,143,2.0353982300884956,113,2.1666666666666665,30,2.625,8,2.2280701754385963,57,1.8076923076923077,52,2.142857142857143,21,1.75,4,1.0,1,NaN,0
66,1.6701030927835052,97,1.6629213483146068,89,1.75,8,2.0,3,1.875,24,1.6136363636363635,44,1.6875,16,1.4,5,1.2,5,NaN,0
67,3.25,4,3.6666666666666665,3,2.0,1,NaN,0,NaN,0,4.0,1,4.0,1,3.0,1,NaN,0,2.0,1
68,3.45,60,3.4,35,3.52,25,3.0,1,3.6666666666666665,3,3.4583333333333335,24,3.4705882352941178,17,3.2222222222222223,9,4.0,4,3.0,2
69,3.6551724137931036,319,3.68,250,3.5652173913043477,69,3.230769230769231,13,3.72,150,3.697674418604651,129,3.3181818181818183,22,3.25,4,NaN,0,3.0,1
70,3.1564551422319473,914,3.2325581395348837,774,2.7357142857142858,140,3.090909090909091,22,3.1742738589211617,241,3.1121718377088308,419,3.3379310344827586,145,3.0,48,3.2142857142857144,28,2.727272727272727,11
71,2.1041666666666665,96,2.1494252873563218,87,1.6666666666666667,9,1.75,4,2.0,27,2.0,44,2.5294117647058822,17,2.3333333333333335,3,3.0,1,NaN,0
72,3.6344086021505375,93,3.6666666666666665,63,3.566666666666667,30,NaN,0,4.08,25,3.511111111111111,45,3.357142857142857,14,3.0,6,4.333333333333333,3,NaN,0
73,3.8169642857142856,224,3.786206896551724,145,3.8734177215189876,79,3.9,10,3.7954545454545454,44,3.712328767123288,73,3.8372093023255816,43,3.4285714285714284,14,4.05,20,4.2,20
74,2.975,120,2.891304347826087,46,3.027027027027027,74,1.6666666666666667,3,2.90625,32,3.0,58,3.2,15,3.1666666666666665,6,2.5,2,3.25,4
75,1.9166666666666667,12,2.0,11,1.0,1,2.0,2,1.6,5,2.0,4,3.0,1,NaN,0,NaN,0,NaN,0
76,2.853932584269663,178,2.911392405063291,158,2.4,20,2.8,5,3.1176470588235294,34,2.9452054794520546,73,2.2962962962962963,27,2.8947368421052633,19,2.6363636363636362,11,3.0,9
77,3.764705882352941,34,3.84,25,3.5555555555555554,9,3.0,1,3.6666666666666665,3,3.6842105263157894,19,3.857142857142857,7,4.0,1,4.333333333333333,3,NaN,0
78,3.26,50,3.3255813953488373,43,2.857142857142857,7,NaN,0,2.875,8,3.25,24,3.3333333333333335,9,3.5,4,3.6666666666666665,3,3.5,2
79,2.6052631578947367,114,2.5714285714285716,77,2.675675675675676,37,5.0,1,2.3461538461538463,26,2.525,40,2.5833333333333335,24,3.0,11,3.142857142857143,7,2.6,5
80,3.826923076923077,52,3.7666666666666666,30,3.909090909090909,22,3.0,1,3.25,4,3.9583333333333335,24,3.909090909090909,11,4.0,1,3.6666666666666665,9,4.0,2
81,3.1626506024096384,166,3.2406015037593985,133,2.8484848484848486,33,2.5,2,3.2432432432432434,37,3.231707317073171,82,2.96,25,3.3333333333333335,9,2.7142857142857144,7,3.0,4
82,3.8764044943820224,89,3.630434782608696,46,4.1395348837209305,43,NaN,0,4.142857142857143,7,3.8461538461538463,26,4.0588235294117645,17,3.6923076923076925,13,3.8461538461538463,13,3.769230769230769,13
83,3.696969696969697,33,3.76,25,3.5,8,NaN,0,4.0,4,3.9,10,4.2,5,3.625,8,3.0,4,2.5,2
84,3.0952380952380953,21,2.6666666666666665,12,3.6666666666666665,9,5.0,1,1.0,1,2.0,4,3.2,5,5.0,3,3.0,4,2.6666666666666665,3
85,3.402061855670103,194,3.5137614678899083,109,3.2588235294117647,85,4.333333333333333,3,3.2857142857142856,14,3.2777777777777777,72,3.4347826086956523,46,3.5217391304347827,23,3.28,25,4.0,11
86,3.3940677966101696,236,3.4285714285714284,182,3.2777777777777777,54,2.4,5,3.3703703703703702,54,3.2421052631578946,95,3.6842105263157894,38,3.8333333333333335,18,3.6153846153846154,13,3.3076923076923075,13
87,2.210526315789474,76,2.18,50,2.269230769230769,26,2.5,8,1.7647058823529411,17,1.8571428571428572,28,2.7857142857142856,14,2.5,6,4.0,3,NaN,0
88,2.9427083333333335,192,2.9745222929936306,157,2.8,35,3.5555555555555554,9,3.0963855421686746,83,2.7125,80,2.9473684210526314,19,NaN,0,3.0,1,NaN,0
89,3.074235807860262,229,3.077720207253886,193,3.0555555555555554,36,3.5,4,3.0357142857142856,56,2.99,100,3.317073170731707,41,2.875,16,3.2,10,3.5,2
90,3.6666666666666665,6,3.25,4,4.5,2,NaN,0,NaN,0,2.0,1,4.0,3,5.0,1,NaN,0,3.0,1
92,2.340909090909091,88,2.381818181818182,55,2.272727272727273,33,NaN,0,2.2941176470588234,17,2.5238095238095237,42,1.9333333333333333,15,2.25,8,1.75,4,3.5,2
93,2.235955056179775,89,2.189873417721519,79,2.6,10,2.0,1,2.0434782608695654,23,2.4146341463414633,41,2.1176470588235294,17,2.0,3,1.6666666666666667,3,4.0,1
94,3.7252747252747254,182,3.8,110,3.611111111111111,72,3.0,1,3.7346938775510203,49,3.71,100,3.8636363636363638,22,3.6,5,3.5,4,4.0,1
95,2.876175548589342,638,2.9,540,2.7448979591836733,98,3.066666666666667,15,2.801282051282051,156,2.8136882129277567,263,2.909090909090909,121,3.4615384615384617,39,2.8484848484848486,33,2.8181818181818183,11
96,3.923076923076923,13,4.142857142857143,7,3.6666666666666665,6,NaN,0,3.0,1,3.5,4,4.666666666666667,3,3.5,2,4.333333333333333,3,NaN,0
97,3.75,44,3.6578947368421053,38,4.333333333333333,6,4.333333333333333,3,3.5833333333333335,12,3.7,20,3.6666666666666665,6,4.333333333333333,3,NaN,0,NaN,0
98,2.0,6,2.0,5,2.0,1,NaN,0,1.75,4,2.0,1,3.0,1,NaN,0,NaN,0,NaN,0
99,3.46,50,3.5555555555555554,36,3.2142857142857144,14,4.0,1,3.0,4,3.3461538461538463,26,4.0,8,3.75,4,3.1666666666666665,6,4.0,1
100,3.0625,128,3.1588785046728973,107,2.5714285714285716,21,NaN,0,2.7058823529411766,17,3.101449275362319,69,2.9583333333333335,24,3.142857142857143,7,3.4285714285714284,7,3.75,4
101,3.869565217391304,253,3.9238095238095236,210,3.604651162790698,43,4.5,8,3.9594594594594597,74,3.887218045112782,133,3.526315789473684,19,3.5555555555555554,9,2.75,4,3.8333333333333335,6
102,1.8166666666666667,60,1.880952380952381,42,1.6666666666666667,18,2.0,6,1.8666666666666667,15,1.92,25,1.6,10,1.5,2,1.0,2,NaN,0
103,3.212121212121212,33,3.24,25,3.125,8,NaN,0,2.75,4,3.3157894736842106,19,3.0,4,3.6666666666666665,3,3.0,2,3.0,1
104,3.526392961876833,682,3.57380073800738,542,3.342857142857143,140,3.760869565217391,46,3.847926267281106,217,3.4982935153583616,293,3.2133333333333334,75,2.772727272727273,22,2.4347826086956523,23,2.3333333333333335,6
105,3.2325581395348837,387,3.167487684729064,203,3.3043478260869565,184,4.0,3,2.875,40,3.142857142857143,133,3.1702127659574466,94,3.3773584905660377,53,3.5714285714285716,35,3.586206896551724,29
106,3.5833333333333335,12,3.125,8,4.5,4,1.0,1,4.5,2,3.6,5,3.75,4,NaN,0,NaN,0,NaN,0
107,3.1484375,256,3.0842696629213484,178,3.2948717948717947,78,3.3333333333333335,21,3.1774193548387095,62,3.2289156626506026,83,2.8666666666666667,45,3.3793103448275863,29,3.090909090909091,11,2.0,5
108,2.857142857142857,7,3.2,5,2.0,2,NaN,0,NaN,0,3.0,3,4.5,2,1.0,1,1.0,1,NaN,0
110,4.234957020057307,2443,4.297838692672641,1897,4.016483516483516,546,4.192982456140351,57,4.40625,544,4.2542918454935625,932,4.152317880794702,453,4.119047619047619,168,4.099476439790576,191,3.9693877551020407,98
111,4.183870967741935,1240,4.200202224469161,989,4.1195219123505975,251,4.2272727272727275,22,4.176165803108808,193,4.194726166328601,493,4.159851301115242,269,4.1946902654867255,113,4.158415841584159,101,4.244897959183674,49
112,3.443859649122807,570,3.438,500,3.4857142857142858,70,3.388888888888889,18,3.456140350877193,171,3.42911877394636,261,3.5135135135135136,74,3.5714285714285716,21,3.210526315789474,19,3.3333333333333335,6
113,2.981132075471698,53,3.0714285714285716,28,2.88,25,2.5,2,2.875,8,2.782608695652174,23,2.857142857142857,7,3.5,6,3.5,4,3.6666666666666665,3
114,3.090909090909091,11,2.6,5,3.5,6,3.0,1,2.0,2,4.0,3,2.5,2,NaN,0,3.5,2,3.0,1
116,4.097560975609756,41,4.12,25,4.0625,16,NaN,0,3.75,4,4.444444444444445,9,4.0,10,3.875,8,4.142857142857143,7,4.333333333333333,3
117,3.632911392405063,79,3.532258064516129,62,4.0,17,5.0,1,4.0476190476190474,21,3.4838709677419355,31,3.3333333333333335,18,3.5,4,3.5,2,4.0,2
118,3.073529411764706,68,3.138888888888889,36,3.0,32,NaN,0,3.4375,16,3.0833333333333335,36,2.875,8,2.0,5,4.0,1,3.0,2
119,2.4615384615384617,13,2.3,10,3.0,3,NaN,0,3.0,3,2.0,6,1.0,1,3.5,2,3.0,1,NaN,0
120,2.6666666666666665,3,3.0,1,2.5,2,3.0,1,2.5,2,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0
121,4.054054054054054,37,4.217391304347826,23,3.7857142857142856,14,NaN,0,5.0,1,4.0,10,4.083333333333333,12,4.0,6,4.0,5,4.0,3
122,2.768041237113402,194,2.7857142857142856,140,2.7222222222222223,54,2.0,1,2.5689655172413794,58,2.8737864077669903,103,2.772727272727273,22,3.5,6,2.0,3,2.0,1
123,3.869565217391304,115,3.8684210526315788,76,3.871794871794872,39,3.0,2,3.9583333333333335,24,4.0,58,3.5625,16,3.2857142857142856,7,3.75,4,4.25,4
124,3.2142857142857144,14,3.1,10,3.5,4,NaN,0,4.5,2,2.8333333333333335,6,2.0,2,3.5,2,4.0,2,NaN,0
125,3.8333333333333335,318,3.8632478632478633,234,3.75,84,4.0,5,3.5344827586206895,58,3.8641975308641974,162,4.0344827586206895,58,3.8947368421052633,19,3.75,12,3.75,4
126,1.9898989898989898,99,1.8450704225352113,71,2.357142857142857,28,2.0,9,1.8888888888888888,36,1.6428571428571428,28,2.230769230769231,13,2.5,6,3.0,7,NaN,0
127,1.0,1,NaN,0,1.0,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,1.0,1
128,4.333333333333333,12,4.5,6,4.166666666666667,6,NaN,0,4.0,1,3.8,5,5.0,2,5.0,2,4.5,2,NaN,0
129,3.3076923076923075,13,3.6666666666666665,6,3.0,7,NaN,0,3.0,3,3.375,8,3.0,1,4.0,1,NaN,0,NaN,0
130,4.0,2,5.0,1,3.0,1,NaN,0,NaN,0,NaN,0,NaN,0,4.0,2,NaN,0,NaN,0
131,3.0625,16,3.2222222222222223,9,2.857142857142857,7,NaN,0,NaN,0,2.9,10,3.0,2,3.6666666666666665,3,NaN,0,3.0,1
132,2.4945054945054945,91,2.5405405405405403,74,2.2941176470588234,17,NaN,0,2.533333333333333,15,2.5853658536585367,41,2.3333333333333335,18,3.0,8,1.8571428571428572,7,2.0,2
133,1.0,1,1.0,1,NaN,0,NaN,0,NaN,0,NaN,0,1.0,1,NaN,0,NaN,0,NaN,0
134,4.0,2,4.0,1,4.0,1,NaN,0,NaN,0,4.0,1,NaN,0,4.0,1,NaN,0,NaN,0
135,2.81203007518797,133,2.7889908256880735,109,2.9166666666666665,24,2.3333333333333335,6,3.0652173913043477,46,2.5,42,3.090909090909091,22,2.7777777777777777,9,2.5714285714285716,7,3.0,1
136,3.25,8,3.0,3,3.4,5,NaN,0,NaN,0,2.8,5,4.0,3,NaN,0,NaN,0,NaN,0
137,3.0,13,3.1818181818181817,11,2.0,2,NaN,0,2.0,1,3.0,7,NaN,0,3.0,1,3.25,4,NaN,0
138,2.5,2,4.0,1,1.0,1,NaN,0,NaN,0,1.0,1,NaN,0,NaN,0,4.0,1,NaN,0
139,4.0,1,NaN,0,4.0,1,NaN,0,NaN,0,NaN,0,NaN,0,4.0,1,NaN,0,NaN,0
140,3.1654676258992804,139,2.96875,64,3.3333333333333335,75,3.0,1,2.925925925925926,27,3.032258064516129,62,3.2857142857142856,21,3.25,12,4.0,9,3.7142857142857144,7
141,3.5498533724340176,682,3.454954954954955,444,3.726890756302521,238,3.625,24,3.4411764705882355,136,3.491349480968858,289,3.6666666666666665,120,3.6808510638297873,47,3.75,44,3.590909090909091,22
142,1.0,1,1.0,1,NaN,0,NaN,0,1.0,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0
144,3.392609699769053,433,3.3696369636963697,303,3.4461538461538463,130,3.0,4,3.328125,64,3.427860696517413,201,3.3493975903614457,83,3.342857142857143,35,3.6296296296296298,27,3.263157894736842,19
145,3.2955801104972378,362,3.2696969696969695,330,3.5625,32,3.3333333333333335,15,3.341880341880342,117,3.2804878048780486,164,3.3846153846153846,52,2.7142857142857144,7,2.8,5,2.5,2
146,2.888888888888889,18,2.0,8,3.6,10,2.6666666666666665,6,2.0,2,1.0,1,3.0,7,NaN,0,5.0,2,NaN,0
147,3.541436464088398,181,3.488721804511278,133,3.6875,48,3.0,1,3.6382978723404253,47,3.5376344086021505,93,3.5652173913043477,23,3.0,2,3.6,10,2.8,5
148,2.782608695652174,23,3.1,10,2.5384615384615383,13,NaN,0,1.5,2,2.9411764705882355,17,3.0,2,2.0,1,3.0,1,NaN,0
149,3.7872340425531914,47,3.764705882352941,34,3.8461538461538463,13,4.0,1,3.8,10,4.105263157894737,19,3.4,10,3.6666666666666665,3,3.3333333333333335,3,3.0,1
150,4.073541167066347,1251,4.080173347778982,923,4.054878048780488,328,4.170731707317073,41,3.8940677966101696,236,4.00635593220339,472,4.2092050209205025,239,4.205607476635514,107,4.2254901960784315,102,4.222222222222222,54
151,3.588447653429603,554,3.6014669926650367,409,3.5517241379310347,145,3.875,8,3.308641975308642,81,3.5458937198067635,207,3.5317460317460316,126,3.7719298245614037,57,3.980769230769231,52,3.8260869565217392,23
152,3.0,69,3.0208333333333335,48,2.9523809523809526,21,1.0,1,2.8666666666666667,15,3.1666666666666665,24,3.4444444444444446,18,2.4,5,2.25,4,2.0,2
153,2.642213642213642,777,2.5739837398373986,615,2.9012345679012346,162,3.125,32,2.5045045045045047,222,2.5669781931464173,321,2.7413793103448274,116,2.9545454545454546,44,2.935483870967742,31,3.090909090909091,11
154,3.7261904761904763,168,3.7398373983739837,123,3.688888888888889,45,4.0,3,3.2,15,3.6862745098039214,51,3.787878787878788,33,3.96,25,3.7586206896551726,29,3.75,12
155,3.413793103448276,87,3.3548387096774195,62,3.56,25,NaN,0,3.2222222222222223,9,3.2972972972972974,37,3.5294117647058822,17,3.6666666666666665,12,3.5,8,3.5,4
156,3.5606060606060606,66,3.4782608695652173,46,3.75,20,NaN,0,3.5,10,3.5428571428571427,35,3.4,10,3.8333333333333335,6,3.75,4,4.0,1
157,2.732620320855615,187,2.7025316455696204,158,2.896551724137931,29,3.0,6,3.0454545454545454,44,2.4523809523809526,84,2.7666666666666666,30,2.8181818181818183,11,3.1666666666666665,6,3.3333333333333335,6
158,2.9806949806949805,259,2.8444444444444446,180,3.2911392405063293,79,3.3181818181818183,22,2.842857142857143,70,2.716417910447761,67,3.081967213114754,61,3.5,18,3.1333333333333333,15,3.3333333333333335,6
159,3.2844827586206895,116,3.28,100,3.3125,16,2.5,2,3.7058823529411766,17,3.1774193548387095,62,3.5217391304347827,23,2.4,5,3.25,4,3.3333333333333335,3
160,2.2389380530973453,565,2.217021276595745,470,2.3473684210526318,95,2.619047619047619,21,2.2416107382550337,149,2.0514018691588785,214,2.234042553191489,94,2.4878048780487805,41,2.642857142857143,28,2.8333333333333335,18
