userID,movieID,rating,timeStamp
1221,1,5,974840887
1223,1,5,974838507
1224,1,5,974908460
1228,1,4,974837515
1230,1,4,974835891
1231,1,4,974837561
1239,1,5,974832817
1242,1,3,976308358
1243,1,4,994719642
1246,1,4,975070921
1248,1,2,974830161
1252,1,4,976476246
1253,1,4,974824961
1260,1,3,974926966
1263,1,4,974819816
1264,1,4,974820256
1265,1,4,1011716691
1266,1,5,978744038
1271,1,5,974815150
1272,1,5,974815831
1273,1,3,974814927
1274,1,5,974812923
1276,1,4,974798665
1279,1,2,974856657
1280,1,5,974794978
1283,1,5,974794375
1284,1,3,974839384
1285,1,5,974791445
1287,1,5,977734621
1291,1,3,974789662
1294,1,5,974874249
1296,1,3,974787465
1297,1,4,974791523
1298,1,5,974848694
1299,1,4,974786464
1301,1,4,974788542
1303,1,4,974787847
1306,1,5,974785390
1312,1,3,974780222
1314,1,1,974785296
1317,1,4,974781960
1322,1,5,974777429
1325,1,5,974777191
1329,1,4,976832218
1332,1,5,974776044
1335,1,4,974819837
1336,1,5,974946406
1340,1,5,974781635
1343,1,5,975367777
1344,1,4,974773645
1345,1,5,974773383
1347,1,4,974772569
1348,1,3,974772540
1350,1,5,974774288
1353,1,4,974771592
1354,1,4,975458753
1356,1,1,974771212
1359,1,5,974770398
1361,1,4,974770866
1367,1,5,974768615
1380,1,4,974947737
1381,1,3,974767191
1383,1,4,974767975
1387,1,3,974765459
1389,1,5,974769291
1390,1,4,1018907907
1391,1,5,974769934
1395,1,3,975005436
1400,1,5,974766732
1404,1,3,974764848
1407,1,5,974762495
1413,1,5,974844935
1415,1,4,974760451
1421,1,5,974759962
1422,1,4,975693028
1425,1,5,976932728
1426,1,4,974762461
1427,1,5,974842882
1433,1,3,974758579
1434,1,2,974760465
1447,1,4,981021536
1448,1,5,976138891
1449,1,4,975436938
1450,1,4,974768260
1451,1,4,987047553
1457,1,4,974756911
1458,1,5,974755740
1464,1,4,974756654
1466,1,4,974754727
1476,1,5,974752727
1481,1,5,974754794
1483,1,2,974755257
1484,1,4,974752347
1489,1,2,974759943
1491,1,5,974941422
1493,1,4,974749429
1495,1,3,974761071
1496,1,4,974751200
1499,1,4,974849483
1501,1,4,974930226
1502,1,4,974750290
1507,1,5,974748440
1516,1,5,974752485
1517,1,4,974746748
1525,1,4,974746073
1530,1,4,974745152
1532,1,5,974824965
1538,1,4,974743512
1542,1,4,974744381
1543,1,3,974743544
1545,1,3,974744628
1546,1,5,974742694
1552,1,4,974742562
1555,1,5,974743354
1556,1,5,974748367
1565,1,4,974739467
1568,1,5,974738659
1574,1,4,974737855
1579,1,4,974929397
1581,1,3,974749128
1584,1,4,974736768
1586,1,5,974735672
1587,1,3,974740324
1588,1,5,974734893
1592,1,3,974734433
1593,1,4,974755105
1594,1,3,975211713
1597,1,5,978202760
1599,1,5,974732601
1601,1,4,978576171
1605,1,4,975383578
1609,1,4,974740193
1611,1,3,980748924
1613,1,5,974732008
1616,1,4,974732629
1618,1,4,974728268
1628,1,5,974719615
1632,1,3,974717865
1634,1,5,974715469
1635,1,5,974715567
1639,1,4,974773415
1647,1,5,974712255
1650,1,4,974715454
1655,1,3,974711162
1657,1,5,974711303
1658,1,4,974717290
1664,1,5,974710684
1666,1,4,974710590
1669,1,4,974709732
1671,1,5,974712214
1672,1,4,974709664
1673,1,5,974961188
1674,1,4,974709494
1675,1,5,975244947
1676,1,5,974711214
1678,1,5,974712222
1680,1,4,974712079
1684,1,5,974708736
1687,1,5,974709686
1688,1,4,974708338
1694,1,3,974708641
1695,1,5,974708688
1697,1,5,974707797
1705,1,3,974708992
1706,1,4,974708744
1709,1,3,974706423
1710,1,2,983746388
1712,1,5,980384814
1714,1,5,974707190
1716,1,5,974708750
1721,1,3,974707750
1724,1,4,974705408
1727,1,5,974712735
1728,1,3,974704488
1733,1,4,977807720
1735,1,2,974704143
1737,1,5,977002035
1743,1,5,975536349
1746,1,3,974848692
1749,1,2,974840447
1752,1,5,976496818
1755,1,4,974703574
1757,1,4,974705346
1758,1,4,974785749
1759,1,3,974702165
1764,1,4,974705975
1765,1,5,974702513
1767,1,5,974702769
1773,1,4,974700571
1776,1,2,974709363
1778,1,5,974704389
1779,1,3,977033829
1780,1,3,974751378
1790,1,3,974702041
1791,1,3,974701160
1793,1,5,974702830
1800,1,4,974741904
1803,1,4,974700432
1805,1,5,974734933
1806,1,5,974736924
1807,1,3,974739143
1818,1,4,974758517
1820,1,5,974697225
1823,1,5,974698050
1825,1,4,974731481
1826,1,5,974698210
1834,1,5,974730227
1835,1,5,974881318
1836,1,5,974824786
1841,1,5,974699757
1842,1,5,993443230
1850,1,5,974697306
1853,1,5,975018883
1857,1,4,974695625
1858,1,5,974698828
1860,1,5,975258612
1861,1,3,974696200
1865,1,4,974694424
1866,1,4,974834563
1867,1,3,974695508
1869,1,3,974696712
1870,1,3,974697002
1871,1,4,974694569
1873,1,3,974737933
1875,1,5,975767665
1879,1,5,974696127
1880,1,5,974697621
1881,1,3,974693261
1882,1,4,974772412
1883,1,3,974877513
1884,1,4,974695793
1885,1,5,974692700
1890,1,4,974692209
1897,1,4,976158694
1899,1,5,974775743
1901,1,5,974693348
1903,1,4,974691209
1904,1,5,974756216
1908,1,4,974848348
1911,1,4,974836602
1912,1,4,1007355345
1913,1,3,974692249
1914,1,5,974692040
1916,1,3,974693216
1917,1,5,975134881
1918,1,4,974691782
1920,1,3,974777733
1922,1,5,974691518
1924,1,3,974695371
1926,1,5,974692579
1928,1,5,974690837
1930,1,4,974696655
1938,1,5,974690492
1940,1,4,974689134
1941,1,5,974854532
1943,1,4,974693067
1949,1,5,974693461
1950,1,5,974699595
1951,1,5,974697387
1954,1,4,974693384
1956,1,5,974688137
1958,1,5,974858656
1960,1,5,975458990
1962,1,5,974689093
1968,1,4,974687565
1969,1,5,974688873
1972,1,4,974686834
1974,1,3,974686291
1975,1,5,974684798
1976,1,5,974687276
1978,1,3,979572924
1980,1,4,974771889
1983,1,5,976898659
1987,1,4,974685360
1988,1,4,974683131
1991,1,4,974681894
1992,1,3,974682228
1993,1,4,974681718
1995,1,5,974682581
1996,1,5,974741052
1997,1,4,974695224
1998,1,5,976022466
1999,1,5,974679124
2000,1,4,974677859
2002,1,4,974678287
2003,1,4,974677961
2010,1,3,974677746
2011,1,4,974676716
2012,1,4,974675414
2015,1,1,974675906
2016,1,5,974676999
2020,1,5,974673432
2022,1,4,974674055
2023,1,5,974672430
2027,1,5,974675094
2029,1,5,974670331
2030,1,4,974734434
2035,1,5,974674426
2041,1,4,978575760
2042,1,4,974668133
2046,1,4,974665848
2047,1,4,974762546
2054,1,5,974661924
2060,1,5,974661569
2063,1,5,974659766
2065,1,4,974659524
2068,1,5,974659358
2070,1,5,999204904
2071,1,4,974658422
2073,1,5,974659080
2077,1,4,979970672
2078,1,3,974657741
2083,1,5,974654727
2084,1,4,974682415
2085,1,5,974654762
2092,1,3,974769071
2096,1,5,974653590
2097,1,3,974737906
2098,1,5,974653738
2100,1,4,974670545
2102,1,3,974653909
2105,1,4,974652236
2106,1,3,975131178
2108,1,5,974651980
2109,1,3,974657257
2110,1,3,974651529
2112,1,4,974649500
2115,1,4,974649151
2116,1,5,974648349
2120,1,3,975035902
2125,1,4,974646559
2134,1,3,974644584
2135,1,5,974641815
2136,1,4,974642040
2142,1,5,974633413
2145,1,5,974630373
2147,1,5,974621794
2148,1,5,974623041
2153,1,5,974620685
2154,1,4,974619767
2156,1,3,974628844
2162,1,5,974616280
2164,1,5,974614561
2165,1,4,974614905
2166,1,3,974613045
2168,1,3,975705033
2171,1,3,974612149
2173,1,5,974612013
2177,1,4,974610598
2178,1,4,974611863
2180,1,5,974611210
2181,1,5,974612588
2185,1,4,974607482
2188,1,3,974614203
2195,1,2,975812971
2198,1,3,974606567
2202,1,3,974605471
2206,1,4,974603962
2211,1,4,974604586
2214,1,5,974603200
2221,1,2,974602476
2223,1,5,974599693
2224,1,5,974598792
2225,1,4,974598944
2226,1,2,974651863
2229,1,4,974597765
2233,1,5,974597004
2236,1,4,974596223
2239,1,3,975814050
2242,1,4,974596992
2244,1,4,974596762
2255,1,5,974590488
2257,1,2,974590060
2258,1,4,979835384
2259,1,5,974590484
2260,1,3,974585653
2262,1,4,974584344
2263,1,4,974585225
2271,1,4,991604480
2288,1,3,974524927
2290,1,4,974518024
2300,1,4,974498526
2304,1,4,974500728
2305,1,4,974493303
2310,1,5,974487882
2321,1,5,974475264
2323,1,3,974444867
2337,1,4,974423064
2344,1,4,974414809
2350,1,4,974407609
2355,1,3,974399428
2367,1,4,974342204
2371,1,4,974338724
2374,1,5,974336798
2378,1,5,974386560
2379,1,4,974330927
2380,1,3,980547000
2383,1,4,974324272
2386,1,5,974309291
2395,1,4,1035837220
2398,1,4,974385474
2403,1,5,974260837
2407,1,4,1037240494
2411,1,3,974590451
2414,1,5,974245390
2418,1,3,974242794
2424,1,4,974691782
2427,1,4,974227979
2435,1,4,974225244
2436,1,5,976154267
2444,1,4,974578486
2446,1,3,976479313
2448,1,5,974216879
2454,1,4,974180804
2456,1,3,974178288
2457,1,4,974181153
2458,1,3,974176741
2459,1,4,974174101
2462,1,5,974168982
2468,1,3,974160442
2478,1,3,974655521
2484,1,5,974146106
2485,1,4,974482893
2489,1,3,974140175
2496,1,3,974434199
2501,1,4,974085111
2507,1,4,974076765
2510,1,5,974073729
2516,1,5,974070503
2529,1,5,974055115
2533,1,5,974054519
2534,1,1,974643004
2537,1,4,974050555
2541,1,4,974045878
2544,1,4,974049672
2555,1,3,973997288
2559,1,4,973991140
2562,1,5,973982456
2564,1,3,973969929
2565,1,4,973974847
2566,1,4,973966755
2567,1,4,973959629
2572,1,4,973907992
2574,1,5,975978544
2576,1,4,973897366
2579,1,4,973891550
2581,1,5,973888511
2583,1,5,975118769
2585,1,3,973876328
2591,1,4,973829599
2593,1,5,973824821
2595,1,4,973810591
2599,1,4,973796689
2604,1,3,973773712
2611,1,5,973795679
2617,1,3,973687141
2619,1,5,973657038
2624,1,5,973635439
2627,1,4,973900722
2634,1,5,973612086
2636,1,4,973578474
2638,1,5,973573532
2639,1,5,973571212
2641,1,5,973569541
2645,1,4,973561432
2648,1,5,973539922
2652,1,5,973535127
2658,1,4,973484256
2660,1,4,973463425
2661,1,5,973461679
2664,1,5,973456672
2665,1,5,974739890
2666,1,5,973449160
2676,1,4,973403444
2679,1,4,973391873
2680,1,2,973389400
2681,1,5,973391236
2682,1,4,973387741
2683,1,4,979964907
2688,1,4,978835035
2689,1,5,973348047
2691,1,5,973327424
2692,1,5,973317937
2698,1,4,973306920
2699,1,5,973306935
2718,1,5,973286187
2723,1,5,973276469
2724,1,5,973272622
2730,1,4,973262564
2731,1,4,973241574
2737,1,4,973227541
2742,1,4,973220465
2744,1,1,973215902
2747,1,4,973211035
2748,1,5,973208239
2750,1,4,973199225
2752,1,4,973269483
2753,1,5,973198034
2754,1,5,973195648
2756,1,5,985994631
2761,1,4,973149628
2764,1,4,973135273
2765,1,4,973128611
2766,1,5,973650158
2768,1,4,973117172
2771,1,4,973096796
2778,1,4,973988515
2779,1,4,973023149
2782,1,3,973018930
2787,1,5,972966682
2788,1,5,972958585
2792,1,3,972931993
2796,1,3,972882514
2799,1,5,972866939
2806,1,2,972785865
2807,1,3,972779019
2809,1,5,972778019
2810,1,4,972770236
2812,1,3,972700218
2817,1,5,972675234
2818,1,3,972667915
2823,1,2,972624201
2824,1,5,1005966797
2831,1,5,972667504
2837,1,4,972572701
2839,1,4,972570043
2840,1,4,972571461
2848,1,5,972514103
2849,1,4,972509670
2853,1,5,972506722
2858,1,4,974175364
2859,1,5,1001708255
2862,1,5,972503773
2863,1,3,972502052
2872,1,4,972417073
2873,1,5,972784317
2874,1,4,972413190
2878,1,4,972360106
2880,1,4,989098470
2885,1,5,972185562
2887,1,5,972153242
2888,1,2,972057552
2889,1,3,972055240
2895,1,5,971986382
2896,1,4,972056089
2900,1,3,971904246
2902,1,5,971859551
2903,1,4,971854335
2905,1,4,971839737
2907,1,3,971818809
2909,1,5,971881913
2913,1,4,971768987
2915,1,4,972864860
2924,1,5,971592588
2926,1,3,971572888
2928,1,4,971553420
2931,1,5,971505491
2933,1,3,971487005
2934,1,4,971493741
2936,1,4,973293727
2938,1,5,971450755
2939,1,5,971412396
2941,1,5,971351417
2950,1,4,971221061
2951,1,4,971216031
2955,1,4,971204594
2966,1,5,971121087
2967,1,3,971128767
2968,1,5,971107728
2970,1,4,971098108
2972,1,5,971063896
2979,1,5,971805798
2980,1,3,983053528
2985,1,4,970883360
2987,1,4,970795538
2989,1,5,970774804
2994,1,4,970706107
2995,1,4,970696738
2996,1,5,972416116
2999,1,5,970620881
3001,1,4,970616579
3002,1,5,970614190
3004,1,4,970605035
3006,1,5,970542648
3007,1,5,970541258
3012,1,3,970510754
3013,1,4,1035778924
3014,1,3,1013918647
3017,1,3,970507231
3018,1,5,970506329
3025,1,5,970461469
3026,1,2,970461364
3028,1,4,970440865
3031,1,4,970355174
3032,1,5,970345591
3033,1,4,970290222
3036,1,3,970268071
3041,1,3,972931817
3048,1,4,970183549
3051,1,4,970179852
3054,1,4,970615592
3056,1,4,970125637
3057,1,3,970592981
3058,1,3,974926300
3065,1,4,970001943
3066,1,3,969998951
3067,1,4,969995872
3073,1,4,969931899
3074,1,5,982532852
3075,1,4,969898542
3077,1,5,969831439
3081,1,5,969801904
3087,1,5,969738110
3090,1,4,969660551
3095,1,5,969652850
3098,1,3,969596305
3101,1,4,969577531
3108,1,3,969498856
3110,1,3,969486642
3113,1,4,969466395
3118,1,4,969404264
3125,1,5,1003772537
3130,1,4,969249945
3138,1,5,969050515
3145,1,4,968975888
3146,1,3,968964836
3147,1,5,968964771
3151,1,5,968920178
3154,1,5,968904326
3155,1,4,968897524
3157,1,4,968884950
3158,1,4,968883838
3160,1,4,968877395
3161,1,5,968870625
3163,1,5,968867718
3167,1,5,968818279
3170,1,4,968806330
3174,1,5,968789743
3177,1,5,968786114
3180,1,3,968788868
3182,1,2,968779770
3185,1,5,968700656
3189,1,3,969862370
3190,1,3,968650558
3192,1,4,975975730
3195,1,3,968641752
3196,1,4,970939946
3199,1,3,968631836
3205,1,5,968563309
3206,1,3,968559994
3207,1,3,968555453
3208,1,4,968552833
3213,1,5,968518147
3216,1,4,968460615
3217,1,4,968784242
3219,1,4,968474051
3226,1,4,968436164
3227,1,4,968682427
3229,1,3,999723589
3230,1,5,968390653
3232,1,4,968385224
3236,1,3,968358821
3237,1,4,968359642
3240,1,4,968350235
3249,1,3,968296758
3253,1,4,969237060
3254,1,5,968281594
3259,1,4,968271757
3260,1,5,968256093
3261,1,5,968252500
3262,1,4,968294802
3265,1,4,968260490
3267,1,4,968263833
3269,1,5,968199143
3270,1,4,968197826
3272,1,5,968203850
3274,1,4,979766714
3276,1,4,968184306
3277,1,5,968208695
3280,1,2,968168236
3281,1,4,968169707
3285,1,5,968116068
3292,1,4,968100869
3297,1,3,968223209
3301,1,2,968215498
3306,1,5,968001326
3308,1,5,967977259
3309,1,4,967966819
3311,1,3,967958138
3312,1,4,967955675
3313,1,4,967955025
3314,1,4,967946666
3315,1,4,967941504
3320,1,4,968523982
3327,1,4,967871901
3329,1,4,967865557
3336,1,3,967854883
3344,1,5,967777141
3345,1,4,967775712
3346,1,5,967774440
3349,1,3,967749316
3353,1,5,968127537
3356,1,5,967699881
3362,1,4,967672386
3363,1,3,967670887
3365,1,4,967663335
3370,1,4,967608294
3371,1,5,967665744
3378,1,5,967821689
3380,1,4,967673541
3382,1,4,967571087
3387,1,4,967525661
3389,1,4,967511960
3391,1,4,967569710
3394,1,5,967491364
3398,1,4,967480534
3399,1,5,967480573
3401,1,5,967436367
3402,1,3,967433216
3403,1,3,967427541
3407,1,2,967422022
3408,1,4,967423142
3410,1,4,967416599
3411,1,3,967757354
3412,1,4,968725413
3414,1,5,967489652
3415,1,5,967517979
3416,1,4,967401237
3418,1,4,967397590
3423,1,4,967364570
3430,1,3,967341835
3433,1,5,967419171
3434,1,3,967336253
3437,1,5,967326085
3438,1,5,967389397
3442,1,3,967306792
3445,1,4,967279891
3447,1,4,967261679
3450,1,3,967243707
3453,1,4,967240699
3454,1,5,968188903
3458,1,5,967223031
3462,1,4,967175994
3464,1,4,967246806
3465,1,5,967170089
3469,1,4,967156751
3470,1,5,967149657
3471,1,3,1002608018
3475,1,4,974770250
3476,1,4,967128653
3479,1,3,967089268
3483,1,4,967070958
3484,1,4,967063403
3486,1,5,967059691
3490,1,3,967048386
3491,1,4,967066460
3498,1,3,966998528
3499,1,5,966996868
3501,1,5,966996544
3502,1,4,966992534
3503,1,4,969651609
3507,1,4,966997339
3509,1,4,967479759
3510,1,4,967046625
3511,1,4,966978803
3512,1,3,967152723
3513,1,5,966973908
3515,1,5,967060931
3518,1,4,968171180
3519,1,4,968601796
3521,1,5,966920461
3526,1,5,966903972
3527,1,5,966904109
3532,1,3,978227875
3533,1,3,967502996
3536,1,4,966886089
3538,1,5,966883915
3539,1,4,966928538
3540,1,4,966882736
3550,1,3,966999783
3557,1,5,966805077
3558,1,4,966803469
3559,1,4,966796159
3560,1,5,998254574
3561,1,3,967059461
3562,1,5,1023984367
3567,1,4,966751889
3569,1,3,968211958
3572,1,5,966735240
3573,1,3,966735326
3576,1,5,966718959
3579,1,4,966709467
3589,1,4,966657476
3590,1,5,966653087
3592,1,5,966643231
3593,1,5,966634998
3594,1,5,966634231
3596,1,5,966631370
3597,1,5,966629219
3599,1,4,971124294
3600,1,5,966626234
3601,1,5,966882903
3608,1,5,966612354
3609,1,5,966614873
3611,1,4,966613281
3614,1,3,966605283
3615,1,3,966602586
3617,1,1,966601615
3618,1,2,967120822
3621,1,2,966577522
3622,1,2,966570162
3624,1,5,966622905
3626,1,4,966594018
3639,1,3,966488539
3645,1,3,966468522
3648,1,4,994800268
3650,1,4,970773934
3652,1,5,966460512
3661,1,4,966432529
3665,1,5,973902905
3667,1,2,966385079
3669,1,4,966378706
3675,1,5,966362337
3676,1,5,966363845
3679,1,4,966447126
3681,1,5,966355506
3683,1,4,966352670
3685,1,3,966950499
3686,1,5,966346371
3687,1,5,966318721
3689,1,4,966311142
3690,1,3,966308462
3691,1,5,966610338
3693,1,3,966355480
3695,1,4,966303814
3696,1,5,966302466
3701,1,5,966291286
3702,1,4,966290206
3704,1,4,975380753
3705,1,5,966287951
3706,1,5,966376448
3709,1,5,966275789
3710,1,4,966273722
3711,1,5,966271470
3712,1,4,966272368
3713,1,5,966270379
3715,1,5,966266368
3716,1,4,966265821
3717,1,5,966263949
3720,1,4,966251354
3721,1,4,966226250
3724,1,5,966220691
3726,1,5,966218125
3729,1,5,967407996
3735,1,4,966191607
3737,1,4,966188151
3738,1,5,966209247
3741,1,4,966159930
3743,1,4,966150607
3746,1,3,966137651
3749,1,5,966133515
3750,1,3,966128801
3751,1,5,966128204
3752,1,5,966120933
3753,1,3,966120364
3755,1,5,966099039
3756,1,5,966103065
3757,1,3,966096451
3758,1,3,966095325
3759,1,5,966094413
3760,1,5,966093322
3763,1,4,966093627
3766,1,4,966080969
3768,1,5,966064396
3769,1,5,966057521
3770,1,5,966049075
3773,1,4,966043606
3774,1,3,966041319
3775,1,5,966039701
3777,1,5,966035096
3778,1,4,966036733
3780,1,5,966033105
3784,1,5,966022806
3789,1,5,966630878
3790,1,4,966039262
